feature,mean_abs_shap
temp_std_t+570min,2.7297587
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-375min,2.724247
Activated Positive aFRR Balancing Energy Cost (HUF)_t-360min,2.7232416
Net Load_t-465min,2.7217715
Gross System Load Forecast (Day-Ahead)_t+435min,2.720474
Estimated Wind Power Production (Current)_t+405min,2.7115154
HU-HR_t-210min,2.707696
Net Planned System Load_t-525min,2.706117
Net System Load Forecast (Day-Ahead)_t-165min,2.7054372
Gross Actual Power Plant Generation_t-405min,2.7048998
HU-HR Schedule_t+615min,2.6968849
HU-RS Schedule_t+285min,2.6953697
Requested Negative aFRR Balancing Energy (kWh)_t-555min,2.6859486
Requested Negative aFRR Balancing Energy (kWh)_t-345min,2.6822119
Activated Negative aFRR Balancing Energy (kWh)_t-270min,2.6802115
HU-HR Schedule_t+720min,2.6797302
Net Planned System Load_t-315min,2.677769
temp_std_t+375min,2.6769128
Activated Negative aFRR Balancing Energy Cost (HUF)_t-570min,2.6738346
Net Load_t-375min,2.6637263
Net Planned System Generation_t-255min,2.6573887
Gross System Load Forecast (Day-Ahead)_t+630min,2.6554868
Net Domestic Generation (Actual)_t-270min,2.6516318
HU-UA Schedule_t+645min,2.6496658
HU-RO_t-120min,2.6443396
Estimated Wind Power Production (Day-Ahead)_t+390min,2.6434965
HU-RS Schedule_t+135min,2.6434524
HU-SK_t-375min,2.6412706
HU-RS_t-225min,2.6390412
Activated Negative aFRR Balancing Energy Cost (HUF)_t-555min,2.6361847
Requested Negative aFRR Balancing Energy (kWh)_t-360min,2.634015
Net Planned System Load_t-300min,2.6305757
Activated Negative aFRR Balancing Energy (kWh)_t-345min,2.6297853
HU-RO_t-270min,2.623829
Net System Load Forecast (Day-Ahead)_t-315min,2.6233969
Estimated Wind Power Production (Current),2.6192696
Activated Positive aFRR Balancing Energy Cost (HUF)_t-105min,2.6179154
Gross Planned Power Plant Generation_t+615min,2.6131124
Net Planned System Load_t-450min,2.6127481
Estimated Wind Power Production (Current)_t+15min,2.6083689
Activated Negative aFRR Balancing Energy Cost (HUF)_t-525min,2.605096
temp_avg_t+375min,2.6022966
Estimated Wind Power Production (Current)_t+285min,2.60122
HU-HR_t-45min,2.5978765
Net Domestic Generation (Actual)_t-105min,2.5976574
Gross Actual Power Plant Generation_t-90min,2.595744
Estimated Solar Power Production (Current)_t+375min,2.5923595
Gross Certified System Load (Actual)_t-45min,2.590247
temp_std_t+390min,2.5877252
Requested Negative aFRR Balancing Energy (kWh)_t-465min,2.5735362
Activated Positive aFRR Balancing Energy (kWh)_t-480min,2.572513
Net Planned System Load_t-165min,2.5687003
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-90min,2.5659337
Net Load_t-90min,2.5644097
Requested Positive aFRR Balancing Energy (kWh)_t-465min,2.558159
Estimated Wind Power Production (Current)_t+450min,2.5499752
HU-UA Schedule_t+525min,2.5480099
HU-RO Schedule_t+255min,2.5445862
Activated Positive aFRR Balancing Energy (kWh)_t-540min,2.5393085
Net Planned System Generation_t-420min,2.5383263
Net Planned System Load_t-465min,2.5371852
Net Domestic Generation (Actual)_t-30min,2.5369196
HU-RS Schedule_t+330min,2.5348425
HU-AT_t-390min,2.5317843
Estimated Wind Power Production (Day-Ahead)_t+45min,2.5301676
temp_std_t+60min,2.529332
Net Actual System Load - Net Commercial Settlement Measurement_t-60min,2.5279198
Gross Actual Power Plant Generation_t-105min,2.527858
Requested Negative aFRR Balancing Energy (kWh)_t-240min,2.5276792
Negative GCC Energy (kWh)_t-255min,2.5233798
Requested Positive aFRR Balancing Energy (kWh)_t-90min,2.520092
HU-UA_t-570min,2.520088
Negative GCC Energy (kWh)_t-345min,2.5141633
Gross Actual Power Plant Generation_t-255min,2.5136023
Activated Positive aFRR Balancing Energy Cost (HUF)_t-240min,2.5128975
HU-SK_t-450min,2.51045
Net Domestic Generation (Actual)_t-480min,2.508684
HU-SK_t-60min,2.506769
Gross Planned Power Plant Generation_t+585min,2.5063562
temp_std_t+480min,2.5034862
HU-RS Schedule_t+660min,2.5011764
HU-RO_t-405min,2.5003483
temp_avg_t+525min,2.4992542
HU-SK Schedule_t+105min,2.497849
Negative GCC Energy (kWh)_t-405min,2.4927647
Requested Positive aFRR Balancing Energy (kWh)_t-360min,2.4880855
Activated Negative aFRR Balancing Energy (kWh)_t-330min,2.4859538
Requested Positive aFRR Balancing Energy (kWh)_t-495min,2.4848986
HU-AT_t-345min,2.4778316
HU-RS_t-375min,2.4764526
Activated Positive aFRR Balancing Energy Cost (HUF)_t-480min,2.4761937
HU-RS_t-210min,2.4720435
HU-UA Schedule_t+690min,2.472003
HU-UA_t-330min,2.470913
Wind Power Actual - Net Operational Control_t-30min,2.4656482
Net Planned Power Plant Generation_t-480min,2.4630713
Net Planned Power Plant Generation_t-15min,2.4625323
HU-SK Schedule_t+270min,2.4618635
Estimated Wind Power Production (Day-Ahead)_t+570min,2.4585056
Estimated Wind Power Production (Day-Ahead)_t+135min,2.4567704
Wind Power Actual - Net Operational Control_t-375min,2.4466188
Gross Actual System Load_t-390min,2.4399824
Estimated Solar Power Production (Day-Ahead)_t+570min,2.436603
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-315min,2.4345987
Activated Positive aFRR Balancing Energy Cost (HUF)_t-180min,2.434455
HU-HR Schedule_t+675min,2.4313738
Wind Power Actual - Net Operational Control_t-345min,2.4302661
Net Planned Power Plant Generation_t-60min,2.4292045
Net System Load Forecast (Day-Ahead)_t-120min,2.4151282
Gross Planned System Load_t-495min,2.4145257
HU-HR Schedule_t+420min,2.4134598
Gross System Load Forecast (Day-Ahead)_t+480min,2.4123838
Estimated Solar Power Production (Current)_t+570min,2.4068635
Net Planned System Generation_t-570min,2.405487
Estimated Wind Power Production (Day-Ahead)_t+240min,2.404441
Activated Positive aFRR Balancing Energy Cost (HUF)_t-540min,2.4013271
temp_avg_t+660min,2.4000611
Gross Planned System Load_t-345min,2.3984854
Gross Planned System Load_t-120min,2.3946426
temp_std_t+600min,2.3851054
Activated Positive aFRR Balancing Energy Cost (HUF)_t-600min,2.3837886
Estimated Wind Power Production (Day-Ahead)_t+540min,2.3792074
Net Planned Power Plant Generation_t-75min,2.3760633
Wind Power Actual - Net Operational Control_t-300min,2.3750005
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-555min,2.3748996
Gross Actual System Load_t-90min,2.3730078
Net Planned System Generation_t-195min,2.3677564
HU-RS Schedule_t+240min,2.366321
Net Planned Power Plant Generation_t-540min,2.363424
Negative GCC Energy (kWh)_t-480min,2.3608034
Gross Planned Power Plant Generation_t+510min,2.3602126
Net System Load Forecast (Day-Ahead)_t-450min,2.359539
Net Planned System Generation_t-450min,2.3554876
temp_std_t+30min,2.3545177
Net Planned System Load_t-210min,2.3498526
temp_avg_t+690min,2.3495219
HU-AT_t-195min,2.347958
HU-AT_t-375min,2.3456888
Net Planned Power Plant Generation_t-285min,2.3403542
Wind Power Actual - Net Operational Control_t-330min,2.3400335
Net Domestic Generation (Actual)_t-375min,2.3372307
temp_std_t+615min,2.333593
Activated Positive aFRR Balancing Energy Cost (HUF)_t-345min,2.3327434
Gross Actual Power Plant Generation_t-345min,2.3325071
HU-RO Schedule_t+390min,2.3273933
Net System Load Forecast (Day-Ahead)_t-375min,2.326689
Activated Positive aFRR Balancing Energy Cost (HUF)_t-555min,2.3189502
Wind Power Actual - Net Commercial Settlement_t-450min,2.3147361
Net System Load Forecast (Day-Ahead)_t-480min,2.3123925
Net Planned Power Plant Generation_t-405min,2.3111427
HU-UA_t-195min,2.3096035
Net Domestic Generation (Actual)_t-600min,2.3030465
Estimated Wind Power Production (Day-Ahead)_t+555min,2.302844
Estimated Wind Power Production (Current)_t+225min,2.3025823
HU-RS Schedule_t+465min,2.2986472
Net Actual System Load - Net Commercial Settlement Measurement_t-390min,2.297497
HU-RO_t-345min,2.296282
HU-HR,2.2944953
Requested Negative aFRR Balancing Energy (kWh)_t-255min,2.2935216
HU-HR_t-300min,2.2912827
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-210min,2.2891881
Net Planned Power Plant Generation_t-165min,2.2859185
Activated Positive aFRR Balancing Energy Cost (HUF)_t-585min,2.284313
Estimated Wind Power Production (Day-Ahead)_t+480min,2.2841392
HU-HR_t-555min,2.2825022
HU-HR Schedule_t+405min,2.2820582
Net Load_t-105min,2.2817345
HU-RS Schedule_t+255min,2.2798576
HU-HR_t-105min,2.2793198
HU-RO_t-465min,2.2765718
temp_std_t+45min,2.2759552
Net Planned System Generation_t-225min,2.2723198
Gross Planned Power Plant Generation_t+705min,2.2662487
HU-RS_t-510min,2.2649093
Net Planned System Generation_t-150min,2.261748
Net Planned System Load_t-495min,2.261427
HU-UA_t-165min,2.259405
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-540min,2.2576282
Estimated Wind Power Production (Day-Ahead)_t+450min,2.2531047
Gross Planned System Load_t-360min,2.2519414
Gross Actual Power Plant Generation_t-195min,2.2508912
Wind Power Actual - Net Commercial Settlement_t-225min,2.2481704
Net System Load Forecast (Day-Ahead)_t-405min,2.2468972
HU-UA_t-495min,2.2452502
Net Actual System Load - Net Commercial Settlement Measurement_t-375min,2.2406316
Net Domestic Generation (Actual)_t-435min,2.2394183
HU-RO_t-330min,2.2393208
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-330min,2.2390008
Gross Actual Power Plant Generation_t-165min,2.2327492
Activated Positive aFRR Balancing Energy Cost (HUF)_t-135min,2.2323456
Net System Load Forecast (Day-Ahead)_t-495min,2.231299
Activated Negative aFRR Balancing Energy Cost (HUF)_t-435min,2.2312765
temp_avg_t+285min,2.2308881
Estimated Wind Power Production (Current)_t+60min,2.2298906
HU-AT_t-435min,2.2291963
Activated Negative aFRR Balancing Energy (kWh)_t-375min,2.2285736
HU-RS_t-345min,2.2278898
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-555min,2.224526
Estimated Wind Power Production (Day-Ahead)_t+150min,2.2201924
Negative GCC Energy (kWh)_t-465min,2.2185497
Gross Actual Power Plant Generation_t-45min,2.2181816
Activated Negative aFRR Balancing Energy Cost (HUF)_t-405min,2.2158475
HU-AT_t-465min,2.2154093
Gross Planned System Load_t-465min,2.2132406
Estimated Solar Power Production (Current)_t+390min,2.212308
temp_avg_t+675min,2.2043514
Gross Actual Power Plant Generation_t-120min,2.2018297
Net System Load Forecast (Day-Ahead)_t-270min,2.2013395
Gross Planned Power Plant Generation_t+540min,2.201229
Net Domestic Generation (Actual)_t-585min,2.1959343
Net Planned System Load_t-270min,2.1950917
HU-UA Schedule_t+195min,2.1887896
HU-RS_t-390min,2.1848476
HU-RS Schedule_t+60min,2.1826239
temp_std_t+105min,2.1749973
temp_std_t+270min,2.1715639
Net Planned System Generation_t-75min,2.1688285
HU-UA_t-105min,2.166249
HU-RO Schedule_t+165min,2.1624658
Gross Actual System Load_t-525min,2.1618412
HU-AT_t-210min,2.161361
Net Domestic Generation (Actual)_t-15min,2.1581688
HU-HR_t-585min,2.1523576
Activated Positive aFRR Balancing Energy (kWh)_t-165min,2.1517107
temp_std_t+195min,2.1506057
Activated Negative aFRR Balancing Energy (kWh)_t-510min,2.1489809
Requested Negative aFRR Balancing Energy (kWh)_t-270min,2.148801
Gross Planned System Load_t-285min,2.1485431
HU-SK_t-390min,2.1478179
Gross Actual System Load_t-15min,2.1432416
HU-HR Schedule_t+300min,2.1427937
Estimated Wind Power Production (Current)_t+210min,2.1424391
Gross Planned System Load_t-570min,2.140721
temp_std_t+345min,2.1403885
temp_std_t+165min,2.1390686
Gross Actual Power Plant Generation_t-525min,2.13679
HU-SK Schedule_t+465min,2.1280582
temp_std_t+630min,2.127732
HU-RS_t-180min,2.123476
Net Domestic Generation (Actual)_t-210min,2.1223292
Estimated Solar Power Production (Intraday)_t+435min,2.122034
HU-UA_t-90min,2.118241
HU-RS_t-120min,2.116362
HU-RO_t-30min,2.110052
HU-RS Schedule_t+615min,2.109183
Estimated Wind Power Production (Current)_t+390min,2.1078825
Gross Actual System Load_t-180min,2.1053786
Net Planned System Generation_t-495min,2.1019835
Estimated Solar Power Production (Intraday)_t+450min,2.1009011
HU-HR Schedule_t+270min,2.092167
HU-RS Schedule_t+645min,2.0908518
HU-HR_t-570min,2.0875003
Net System Load Forecast (Day-Ahead)_t-180min,2.084697
HU-RS Schedule_t+720min,2.0826385
Gross Planned Power Plant Generation_t+375min,2.0803528
HU-RS_t-195min,2.0752993
Requested Positive aFRR Balancing Energy (kWh)_t-585min,2.0722759
Activated Positive aFRR Balancing Energy (kWh)_t-315min,2.0701694
HU-AT_t-30min,2.0685508
Net System Load Forecast (Day-Ahead)_t-135min,2.0664203
Net Planned System Generation_t-180min,2.0629048
Requested Negative aFRR Balancing Energy (kWh)_t-375min,2.0627136
Gross Planned Power Plant Generation_t+360min,2.0594687
Requested Negative aFRR Balancing Energy (kWh)_t-525min,2.0593092
Net System Load Forecast (Day-Ahead)_t-465min,2.0571208
Net System Load Forecast (Day-Ahead)_t-210min,2.0516317
Estimated Wind Power Production (Current)_t+45min,2.0502856
HU-RO_t-165min,2.0472274
Estimated Wind Power Production (Day-Ahead)_t+30min,2.0440443
Estimated Wind Power Production (Day-Ahead)_t+75min,2.0414982
HU-UA_t-555min,2.0392084
HU-RS_t-165min,2.03856
Wind Power Actual - Net Commercial Settlement_t-405min,2.0383098
Net Planned System Load_t-135min,2.0366805
HU-SK Schedule_t+120min,2.0355844
HU-SK Schedule_t+420min,2.0331836
HU-HR_t-495min,2.0328338
Estimated Wind Power Production (Intraday)_t+435min,2.0279388
Estimated Solar Power Production (Day-Ahead)_t+405min,2.027064
HU-RS Schedule_t+495min,2.0229003
Activated Positive aFRR Balancing Energy Cost (HUF)_t-225min,2.021172
HU-AT_t-585min,2.0179954
Gross Actual Power Plant Generation_t-240min,2.0154533
HU-HR_t-465min,2.0148528
HU-UA_t-465min,2.0133653
HU-RS Schedule_t+420min,2.012154
HU-RS_t-300min,2.0115323
Gross Planned System Load_t-450min,2.0081246
HU-RS_t-75min,2.0071547
temp_std_t+90min,2.0037928
Net System Load Forecast (Day-Ahead)_t-390min,2.001379
Estimated Solar Power Production (Current)_t+450min,1.9983894
Wind Power Actual - Net Commercial Settlement_t-315min,1.9948214
temp_avg_t+570min,1.9895281
Net System Load Forecast (Day-Ahead)_t-75min,1.9871806
Net Load_t-435min,1.986682
temp_avg_t+405min,1.9854708
HU-RS Schedule_t+450min,1.9807856
Wind Power Actual - Net Commercial Settlement_t-255min,1.9748384
Estimated Wind Power Production (Day-Ahead)_t+405min,1.9738828
Net Actual System Load - Net Commercial Settlement Measurement_t-255min,1.9735011
Net Planned System Generation_t-135min,1.9729623
Positive GCC Energy (kWh)_t-435min,1.9728581
Net Actual System Load - Net Commercial Settlement Measurement_t-435min,1.9651297
HU-RS Schedule_t+480min,1.9602886
temp_std_t+540min,1.9575675
HU-AT_t-495min,1.9545169
Negative GCC Energy (kWh)_t-195min,1.9520056
Net System Load Forecast (Day-Ahead)_t-300min,1.9504818
Gross Certified System Load (Actual)_t-570min,1.9497607
Estimated Wind Power Production (Day-Ahead)_t+270min,1.9396473
Estimated Wind Power Production (Current)_t+495min,1.9356583
HU-RO_t-570min,1.9348186
Activated Negative aFRR Balancing Energy (kWh)_t-405min,1.9299024
HU-UA_t-75min,1.9231632
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-540min,1.9187177
Net Actual System Load - Net Commercial Settlement Measurement_t-585min,1.9185818
Net Planned System Generation_t-210min,1.9177529
HU-SK_t-285min,1.9165336
HU-RO_t-195min,1.9160275
Estimated Solar Power Production (Current)_t+435min,1.9151232
HU-UA_t-345min,1.9100487
Activated Negative aFRR Balancing Energy Cost (HUF)_t-390min,1.909819
Net Load_t-450min,1.907235
Estimated Wind Power Production (Day-Ahead)_t+210min,1.9070216
HU-SK Schedule_t+315min,1.905751
HU-RO_t-300min,1.9047277
Wind Power Actual - Net Operational Control,1.903939
temp_avg_t+360min,1.900067
Gross Planned Power Plant Generation_t+690min,1.9000186
HU-RS_t-285min,1.8955098
HU-RS Schedule_t+315min,1.8938146
HU-AT_t-315min,1.8916607
HU-AT_t-405min,1.8903335
Net Domestic Generation (Actual)_t-60min,1.8878132
HU-RS_t-540min,1.8877623
HU-UA Schedule_t+495min,1.883676
Net Actual System Load - Net Commercial Settlement Measurement_t-210min,1.8748635
HU-RO Schedule_t+645min,1.8735108
Estimated Wind Power Production (Day-Ahead)_t+90min,1.8688211
temp_avg_t+645min,1.8628995
HU-RS Schedule_t+360min,1.8591224
Negative GCC Energy (kWh)_t-450min,1.8543441
Net Domestic Generation (Actual)_t-225min,1.8517396
Activated Positive aFRR Balancing Energy Cost (HUF)_t-510min,1.8506906
Net Planned System Generation_t-480min,1.8453711
Wind Power Actual - Net Operational Control_t-60min,1.8414773
Estimated Wind Power Production (Current)_t+315min,1.840327
Wind Power Actual - Net Commercial Settlement_t-390min,1.8399987
Activated Positive aFRR Balancing Energy (kWh)_t-495min,1.8389559
HU-RS Schedule_t+75min,1.8310448
Requested Positive aFRR Balancing Energy (kWh)_t-450min,1.8262883
Gross Planned System Load_t-585min,1.8255848
HU-RS_t-255min,1.8228732
Net Planned System Load_t-75min,1.817644
Activated Positive aFRR Balancing Energy (kWh)_t-525min,1.8169607
HU-RS Schedule_t+30min,1.8164271
temp_std_t+150min,1.8015096
Activated Positive aFRR Balancing Energy (kWh)_t-195min,1.8007518
HU-RO_t-135min,1.7955358
HU-RS Schedule_t+165min,1.7950835
Net System Load Forecast (Day-Ahead)_t-420min,1.793522
HU-HR_t-60min,1.7924918
Wind Power Actual - Net Commercial Settlement_t-465min,1.7850565
Gross Actual System Load_t-195min,1.7845114
Estimated Wind Power Production (Current)_t+165min,1.7842875
Estimated Solar Power Production (Current)_t+540min,1.7801512
Net Planned Power Plant Generation_t-495min,1.7790191
Net Load_t-315min,1.7770675
Gross Planned System Load_t-270min,1.7769613
Wind Power Actual - Net Operational Control_t-180min,1.7762233
temp_avg_t+510min,1.7715129
Net Planned Power Plant Generation_t-510min,1.7705733
temp_avg_t+705min,1.7699951
Activated Positive aFRR Balancing Energy (kWh)_t-180min,1.767745
HU-RS_t-555min,1.7648938
Estimated Solar Power Production (Day-Ahead)_t+585min,1.7646123
HU-RS Schedule_t+675min,1.762458
Gross Certified System Load (Actual)_t-120min,1.759905
Wind Power Actual - Net Commercial Settlement_t-345min,1.7560439
HU-RS Schedule_t+570min,1.753957
Estimated Solar Power Production (Current)_t+405min,1.7539303
HU-UA_t-315min,1.7522149
Wind Power Actual - Net Commercial Settlement_t-300min,1.7510979
HU-AT_t-330min,1.7503628
HU-UA Schedule_t+675min,1.7492557
Net Domestic Generation (Actual)_t-525min,1.7447213
Estimated Wind Power Production (Current)_t+30min,1.743162
Net Planned Power Plant Generation_t-555min,1.7428615
Gross Actual Power Plant Generation_t-180min,1.7399192
HU-UA_t-120min,1.739321
Estimated Wind Power Production (Current)_t+300min,1.7360914
HU-RS_t-240min,1.7291282
Net Planned System Load_t-150min,1.7280713
Wind Power Actual - Net Commercial Settlement_t-330min,1.7280316
Wind Power Actual - Net Operational Control_t-45min,1.726361
Net Planned Power Plant Generation_t-210min,1.7240399
HU-AT_t-135min,1.721811
Estimated Solar Power Production (Intraday)_t+510min,1.7212046
temp_avg_t+345min,1.7206551
HU-RS Schedule_t+405min,1.7181568
HU-RO_t-555min,1.715981
Requested Positive aFRR Balancing Energy (kWh)_t-420min,1.7135617
HU-SK Schedule_t+705min,1.7076205
Wind Power Actual - Net Commercial Settlement_t-375min,1.7071921
temp_avg_t+555min,1.705934
Estimated Wind Power Production (Day-Ahead)_t+165min,1.7047566
Estimated Wind Power Production (Day-Ahead)_t+255min,1.7031714
Estimated Wind Power Production (Intraday)_t+195min,1.7028844
Positive GCC Energy (kWh)_t-540min,1.7025204
HU-RS Schedule_t+195min,1.7022476
Net Actual System Load - Net Commercial Settlement Measurement_t-360min,1.7020358
Gross Planned System Load_t-210min,1.701333
HU-RS Schedule_t+525min,1.7010688
HU-RS_t-60min,1.6978725
Positive GCC Energy (kWh)_t-105min,1.6937641
Activated Negative aFRR Balancing Energy Cost (HUF)_t-90min,1.6933405
Activated Negative aFRR Balancing Energy Cost (HUF)_t-210min,1.6908921
HU-RS Schedule_t+90min,1.690144
Net Planned System Load_t-180min,1.6879468
Gross Actual System Load_t-345min,1.6878277
Activated Negative aFRR Balancing Energy Cost (HUF)_t-315min,1.6871154
HU-AT_t-150min,1.6867491
HU-RO_t-450min,1.6860893
HU-AT_t-540min,1.6851207
Net Actual System Load - Net Commercial Settlement Measurement_t-270min,1.6842054
HU-RO_t-315min,1.6830767
HU-UA_t-435min,1.6811236
Activated Negative aFRR Balancing Energy Cost (HUF)_t-450min,1.6806109
HU-HR_t-420min,1.67685
Gross Planned System Load_t-420min,1.6761972
HU-RO_t-240min,1.6726179
Gross Actual System Load_t-45min,1.6714536
HU-AT_t-360min,1.6654738
HU-AT_t-165min,1.662929
temp_std_t+525min,1.662777
Activated Positive aFRR Balancing Energy (kWh)_t-210min,1.6571062
temp_std_t+495min,1.6535853
Positive GCC Energy (kWh)_t-180min,1.6505982
HU-UA_t-525min,1.6478707
Net Actual System Load - Net Commercial Settlement Measurement_t-45min,1.646769
Estimated Wind Power Production (Day-Ahead),1.6446422
Estimated Wind Power Production (Current)_t+555min,1.6435689
Activated Positive aFRR Balancing Energy Cost (HUF)_t-525min,1.6428664
Wind Power Actual - Net Operational Control_t-480min,1.6415603
Net Load_t-330min,1.6415386
HU-RS Schedule_t+705min,1.6384465
Estimated Solar Power Production (Current)_t+525min,1.6367525
HU-RS_t-465min,1.6351594
Gross Actual System Load_t-585min,1.6344975
Positive GCC Energy (kWh)_t-450min,1.6290624
Gross Planned System Load_t-315min,1.6280911
Net System Load Forecast (Day-Ahead)_t-285min,1.6278492
Activated Negative aFRR Balancing Energy Cost (HUF)_t-300min,1.6236112
Gross Certified System Load (Actual)_t-600min,1.6208051
Wind Power Actual - Net Operational Control_t-90min,1.6201583
Estimated Wind Power Production (Current)_t+600min,1.6179336
Positive GCC Energy (kWh)_t-285min,1.6175548
HU-SK Schedule_t+300min,1.6171511
HU-SK_t-45min,1.6117359
HU-RS Schedule_t+540min,1.6089183
temp_avg_t+435min,1.6069397
Net Domestic Generation (Actual)_t-150min,1.6040503
Net Planned System Load_t-480min,1.5989752
Wind Power Actual - Net Commercial Settlement_t-555min,1.5984933
Net Planned System Load_t-195min,1.5973654
Wind Power Actual - Net Commercial Settlement_t-45min,1.5946261
HU-UA Schedule_t+405min,1.5933609
Net Actual System Load - Net Commercial Settlement Measurement_t-315min,1.5933344
Net Domestic Generation (Actual)_t-120min,1.5924186
HU-RS Schedule_t+510min,1.5922363
HU-UA Schedule_t+300min,1.5914807
Activated Negative aFRR Balancing Energy Cost (HUF)_t-375min,1.5902702
temp_std_t+240min,1.5889812
HU-RS Schedule_t+210min,1.5873622
HU-RS_t-480min,1.5850366
HU-AT_t-75min,1.5848483
Estimated Solar Power Production (Intraday)_t+405min,1.5832868
HU-HR_t-450min,1.5826865
Net System Load Forecast (Day-Ahead)_t-525min,1.581825
HU-AT_t-180min,1.579726
HU-HR_t-75min,1.5760529
HU-RO_t-360min,1.5713083
HU-RS Schedule_t+45min,1.5700369
HU-HR_t-120min,1.5619876
Net Planned System Load_t-90min,1.5614834
Net Planned System Load_t-555min,1.5602329
Wind Power Actual - Net Commercial Settlement_t-105min,1.5596095
Gross Actual System Load_t-405min,1.5593203
HU-RO_t-255min,1.5570781
Gross Certified System Load (Actual)_t-60min,1.5563114
Estimated Wind Power Production (Day-Ahead)_t+375min,1.5536029
Net System Load Forecast (Day-Ahead)_t-105min,1.5502739
Net Planned System Load_t-120min,1.5502146
HU-RS Schedule_t+15min,1.5499694
Activated Positive aFRR Balancing Energy (kWh)_t-420min,1.5366918
HU-UA_t-540min,1.5348226
Net Domestic Generation (Actual)_t-180min,1.5343304
HU-UA Schedule_t+315min,1.5322341
Wind Power Actual - Net Operational Control_t-495min,1.5290413
Activated Positive aFRR Balancing Energy (kWh)_t-555min,1.5282247
HU-RO_t-150min,1.5252688
HU-UA_t-180min,1.5249096
Estimated Wind Power Production (Current)_t+180min,1.5205399
HU-RS Schedule_t+600min,1.5203061
HU-UA Schedule_t+225min,1.5185536
Net Planned System Generation_t-105min,1.5182908
Net Planned System Load_t-285min,1.5171429
Net Domestic Generation (Actual)_t-90min,1.516669
HU-RS_t-585min,1.5155073
Gross Actual Power Plant Generation_t-420min,1.5109655
Activated Positive aFRR Balancing Energy Cost (HUF)_t-375min,1.5069573
Wind Power Actual - Net Commercial Settlement_t-525min,1.5060792
Net Domestic Generation (Actual)_t-450min,1.5018581
Gross Certified System Load (Actual)_t-285min,1.4985899
Net Load_t-135min,1.4937721
Net Planned System Generation_t-525min,1.4929074
HU-HR Schedule_t+330min,1.488673
Activated Negative aFRR Balancing Energy (kWh)_t-255min,1.4872794
Estimated Wind Power Production (Day-Ahead)_t+120min,1.4858711
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-330min,1.4833412
Activated Negative aFRR Balancing Energy Cost (HUF)_t-360min,1.48327
Net Domestic Generation (Actual)_t-555min,1.4734991
Estimated Wind Power Production (Current)_t+255min,1.4728833
HU-RO_t-390min,1.4693025
Requested Positive aFRR Balancing Energy (kWh)_t-570min,1.4687172
Gross Planned System Load_t-435min,1.4651481
Gross Certified System Load (Actual)_t-15min,1.4650195
Negative GCC Energy (kWh)_t-420min,1.4633472
Net Actual System Load - Net Commercial Settlement Measurement_t-150min,1.4631016
Net Domestic Generation (Actual)_t-465min,1.4599112
Gross Actual System Load_t-600min,1.4582664
HU-SK_t-330min,1.4581646
Activated Positive aFRR Balancing Energy Cost (HUF)_t-390min,1.4570143
temp_avg_t+390min,1.4492981
Activated Negative aFRR Balancing Energy Cost (HUF)_t-540min,1.4465157
Negative GCC Energy (kWh)_t-210min,1.4427222
Net Actual System Load - Net Commercial Settlement Measurement_t-450min,1.4414436
temp_std_t+555min,1.4390031
HU-AT_t-45min,1.4386053
Estimated Wind Power Production (Intraday)_t+15min,1.4384736
HU-SK_t-315min,1.4371359
Gross Actual Power Plant Generation_t-150min,1.4354103
HU-UA_t-210min,1.4345477
HU-RS_t-570min,1.4333868
Estimated Solar Power Production (Intraday)_t+480min,1.4332613
HU-RS Schedule_t+300min,1.430188
Net Planned System Load_t-105min,1.426975
Wind Power Actual - Net Operational Control_t-555min,1.4241427
Estimated Wind Power Production (Day-Ahead)_t+300min,1.4231223
Net Actual System Load - Net Commercial Settlement Measurement_t-165min,1.4221127
Net Actual System Load - Net Commercial Settlement Measurement_t-345min,1.4198939
HU-RS Schedule_t+345min,1.4190633
Wind Power Actual - Net Commercial Settlement_t-585min,1.4182673
Positive GCC Energy (kWh)_t-90min,1.4173211
Wind Power Actual - Net Commercial Settlement_t-510min,1.4157925
temp_std_t+465min,1.4144435
Gross Actual System Load_t-285min,1.4129689
Estimated Wind Power Production (Intraday),1.4119288
Requested Positive aFRR Balancing Energy (kWh)_t-555min,1.4103757
HU-RS_t-525min,1.4085894
HU-UA Schedule_t+255min,1.4025021
Gross Planned System Load_t-300min,1.4019141
Estimated Solar Power Production (Current)_t+510min,1.4011937
temp_std_t+510min,1.4005195
Wind Power Actual - Net Operational Control_t-270min,1.3982807
HU-RS Schedule_t+690min,1.3945378
Wind Power Actual - Net Operational Control_t-255min,1.3927187
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-570min,1.3912641
HU-AT_t-60min,1.3912332
Net Domestic Generation (Actual)_t-510min,1.3878137
